url	first_seen	portal	title	company	status	location	fingerprint	posted_at	trust_score	trust_flags	normalized_company
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210787061	2026-09-07	oraclecloud-api	Lead Software Engineer Java Full Stack Developer	JPMorgan Chase	added	Hyderabad, Telangana, India		2026-09-04			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210718313	2026-09-07	oraclecloud-api	Senior Lead Software Engineer - Java, Kafka, Cloud	JPMorgan Chase	added	Mumbai, Maharashtra, India		2026-09-03			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210733928	2026-09-07	oraclecloud-api	Senior Lead Software Engineer - Python Backend Developer	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-03			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210767959	2026-09-07	oraclecloud-api	Lead Software Engineer	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-03			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210754985	2026-09-07	oraclecloud-api	Lead Software Engineer	JPMorgan Chase	added	Mumbai, Maharashtra, India		2026-09-02			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210756701	2026-09-07	oraclecloud-api	Lead Software Engineer - Python, SQL	JPMorgan Chase	added	Mumbai, Maharashtra, India		2026-09-02			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210765088	2026-09-07	oraclecloud-api	Lead Software Engineer-Java, Spring Boot	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-02			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210778589	2026-09-07	oraclecloud-api	Lead Software Engineer - Java, Spring boot, Microservices , Real time application	JPMorgan Chase	added	India		2026-09-02			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210783004	2026-09-07	oraclecloud-api	Software Engineer III - Platform Engineer	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-02			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210715495	2026-09-07	oraclecloud-api	Lead Software Engineer- Back-end Engineer - Chase UK	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-01			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210781875	2026-09-07	oraclecloud-api	Sr Lead Software Engineer - Agentic AI Solutions	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-01			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210783259	2026-09-07	oraclecloud-api	Senior Lead Software Engineer - Java/Python fullstack, Public cloud	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-01			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210783644	2026-09-07	oraclecloud-api	Lead Software Engineer - Java/Python Backend	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-01			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210785108	2026-09-07	oraclecloud-api	Lead Software Engineer - Python, AWS, BigData	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-09-01			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210767057	2026-09-07	oraclecloud-api	Lead Software Engineer - Lead Data Architect	JPMorgan Chase	added	Mumbai, Maharashtra, India		2026-08-31			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210772782	2026-09-07	oraclecloud-api	Lead Software Engineer - Cloud Platform Engineer	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-08-31			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210772817	2026-09-07	oraclecloud-api	Lead Software Engineer - FinOps, Cloud Platform	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-08-31			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210781017	2026-09-07	oraclecloud-api	Lead Software Engineer - (SRE principles , AI tools, AWS)	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-08-28			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210760455	2026-09-07	oraclecloud-api	Sr Lead Software Engineer - Java	JPMorgan Chase	added	Bengaluru, Karnataka, India		2026-08-25			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210779625	2026-09-07	oraclecloud-api	Senior Lead Software Engineer - Java & AI	JPMorgan Chase	added	Hyderabad, Telangana, India		2026-08-25			jpmorgan chase
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210777136	2026-09-07	oraclecloud-api	Lead Software Engineer Java	JPMorgan Chase	added	Mumbai, Maharashtra, India		2026-08-24			jpmorgan chase
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Software-Engineer---DRIVE-SW_JR2020891	2026-09-07	workday-api	Senior Software Engineer - DRIVE SW	Nvidia	added	3 Locations		2026-09-07			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Production-Engineer---DGX-Cloud_JR2018101	2026-09-07	workday-api	Senior Software Engineer - DGX Cloud Production Engineering	Nvidia	added	6 Locations		2026-09-03			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-Remote/Senior-Software-Engineer--Networking-DGX-Cloud_JR2022482	2026-09-07	workday-api	Senior Software Engineer, Networking DGX Cloud	Nvidia	added	6 Locations		2026-09-03			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-Remote/Senior-Software-Engineer--Core-Infrastructure-Services---DGX-Cloud_JR2022552	2026-09-07	workday-api	Senior Software Engineer, Core Infrastructure Services - DGX Cloud	Nvidia	added	5 Locations		2026-09-01			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Software-Engineer--Linux-Platform_JR2021517	2026-09-07	workday-api	Senior Software Engineer, Linux Platform	Nvidia	added	2 Locations		2026-09-01			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Software-Engineer--Open-Harness-Engineering_JR2024798	2026-09-07	workday-api	Senior Software Engineer, Open Harness Engineering	Nvidia	added	5 Locations		2026-09-01			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-WA-Remote/Senior-Software-Engineer---Distributed-Systems-Engineer--EDA-Infrastructure_JR2024825-1	2026-09-07	workday-api	Senior Software Engineer - Distributed Systems Engineer, EDA Infrastructure	Nvidia	added	6 Locations		2026-08-31			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Software-Engineer_JR2024294	2026-09-07	workday-api	Senior Software Engineer	Nvidia	added	India, Bengaluru		2026-08-26			nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Platform-Engineer--Network-Infrastructure_JR2021500	2026-09-07	workday-api	Senior Platform Engineer, Network Infrastructure	Nvidia	added	4 Locations					nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Software-Engineer---Applied-Research-in-Robotics_JR2021411	2026-09-07	workday-api	Senior Software Engineer - Applied Research in Robotics	Nvidia	added	India, Bengaluru					nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Software-Engineer--Fabric-Networking---GPU_JR2020447	2026-09-07	workday-api	Senior Software Engineer, Fabric Networking - GPU	Nvidia	added	4 Locations					nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Software-Engineer--Cloud-Platform_JR2010936	2026-09-07	workday-api	Senior Software Engineer, Cloud Platform	Nvidia	added	2 Locations					nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Finland-Remote/Senior-Software-Engineer-Aerial-Platform_JR2011028	2026-09-07	workday-api	Senior Software Engineer Aerial Platform	Nvidia	added	2 Locations					nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Software-Engineer---Accelerated-Quantum-Chemistry-and-cuEST_JR2019563	2026-09-07	workday-api	Senior Software Engineer – Accelerated Quantum Chemistry and cuEST	Nvidia	added	US, CA, Remote					nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Software-Engineer--DriveAV---Autonomous-Vehicles_JR2016077	2026-09-07	workday-api	Senior Software Engineer, DriveAV - Autonomous Vehicles	Nvidia	added	India, Bengaluru					nvidia
https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Sweden-Remote/Senior-Software-Engineer-Aerial-Platform_JR2011026	2026-09-07	workday-api	Senior Software Engineer Aerial Platform	Nvidia	added	3 Locations					nvidia
