2	2026-09-08	Evaluated	Applied	set-status	
24	2026-09-08	Evaluated	Applied	set-status	
86	2026-09-12	Evaluated	Applied	set-status	
74	2026-09-12	Evaluated	Applied	set-status	
74	2026-09-12	Applied	Evaluated	set-status	
